"36","37","292.47","2","2011-08-01 08:47:32","USS Fuller
FPO AE 88945","true"
"37","82","254.00","7","2011-03-25 12:22:45","0510 Byrd Route Apt. 540
New John, TN 80961","false"
"38","14","286.59","5","2020-02-09 16:27:38","9930 Fischer Isle Suite 727
East Matthewhaven, MN 94535","false"
"39","43","359.69","9","1974-08-03 08:38:33","53724 Duane Islands Apt. 480
South Charleston, SC 71923","true"
"40","52","361.69","9","1988-03-03 13:36:10","180 Matthew Landing
Lake Alicia, SD 50597","true"
"41","57","60.72","8","2010-10-25 14:44:24","42833 Thomas Junctions
Cameronton, MN 54475","true"
"42","85","63.74","7","1995-01-29 13:58:06","50754 Mary Spring Apt. 618
New Maryville, UT 91387","true"
"43","23","323.31","10","1997-09-15 15:03:08","070 Stephen Burgs Apt. 285
Gallegosburgh, NY 07720","false"
"44","41","155.19","5","1981-03-23 08:02:41","237 Shannon Stream Suite 609
Jonesfurt, DE 26424","false"
"45","33","74.87","5","2018-04-27 23:12:13","PSC 7263, Box 4683
APO AE 08946","false"
"46","46","107.50","7","1972-03-09 01:59:21","383 Mcdonald Park Apt. 355
Gonzaleshaven, FL 68000","true"
"47","86","472.49","7","1991-03-24 17:09:27","834 Richardson Valleys Apt. 592
West Jameston, NC 46447","false"
"48","22","265.21","5","1971-07-13 11:06:29","61833 Farley Street Suite 325
East Mathew, VT 72889","false"
"49","44","400.40","7","1980-09-24 23:29:42","752 Whitney Camp
Greenville, PA 62732","false"
"50","29","495.30","10","1978-11-23 06:44:55","USNS Alvarado
FPO AP 94924","true"
"51","49","473.06","9","2014-04-20 13:16:40","631 Austin Gateway Apt. 871
North Garyside, NC 63762","false"
"52","96","236.91","3","1974-09-21 02:55:12","728 Carrie Wells Suite 486
Stewartmouth, ND 76213","false"
"53","22","228.53","10","1977-05-15 23:21:56","033 John Springs
Palmerburgh, IN 78312","false"
"54","86","196.41","4","2004-08-17 13:05:26","54986 James Mountains
Kylestad, SC 20247","false"
"55","34","210.70","3","1982-06-03 03:51:28","073 Malone Vista Suite 231
Gonzalezchester, KY 97060","true"
"56","38","277.78","9","1995-12-31 06:57:08","USS Ruiz
FPO AP 55845","true"
"57","57","82.86","9","2004-12-23 15:05:24","80455 Sherman Gardens Suite 542
Port Danielle, FL 38610","false"
"58","52","228.19","1","2018-02-01 16:46:05","1390 Kevin Square
East Apriltown, DE 85718","true"
"59","20","405.01","8","2010-11-17 08:31:32","PSC 2443, Box 5819
APO AA 05780","false"
"60","77","44.02","6","1990-02-16 08:31:28","28471 Steven Highway Apt. 451
Marymouth, AR 22297","true"
"61","72","192.05","5","1973-10-04 04:06:34","4327 Leslie Mall
North Jeremyfort, IA 44911","true"
"62","42","365.97","5","2008-08-18 19:15:51","USNV Beard
FPO AA 20980","true"
"63","71","399.89","7","1971-03-04 12:09:06","189 Francis Squares
Bethtown, NH 96418","true"
"64","85","82.58","1","1985-06-22 18:50:08","275 Valerie Harbors
South Emily, SD 74876","true"
"65","93","276.69","9","2000-04-14 19:21:00","588 Cunningham Lights
Port Rebeccaberg, NJ 32271","false"
"66","56","351.66","1","2017-11-14 10:30:08","62896 Heather Circles
Jeremyborough, NH 24352","false"
"67","86","114.05","4","2014-06-30 18:47:04","058 Felicia Street
Holmesville, MI 37504","true"
"68","30","86.12","7","1994-03-06 16:59:33","4209 Monica Ridges Apt. 657
Port Robertfurt, ID 59528","true"
"69","13","354.16","9","1989-02-23 21:03:27","4139 Flowers Streets Suite 462
Ellisport, TN 41367","true"
"70","90","500.04","3","1971-03-16 05:20:04","238 Small Bridge Apt. 131
South Joseberg, WV 17409","true"
"71","45","240.76","9","2000-06-12 10:10:50","Unit 7524 Box 3580
DPO AP 62291","true"
"72","22","315.51","2","2017-06-27 17:08:47","PSC 0911, Box 4585
APO AP 11158","false"
"73","12","318.21","9","2003-09-23 01:32:13","196 Lindsay Creek Suite 972
Davisport, GA 44078","false"
"74","34","294.62","4","2011-03-01 12:01:31","1143 Robles Gateway
Port Cherylfort, DC 44458","true"
"75","63","71.43","4","2013-06-15 15:25:29","2740 Jamie Divide Apt. 953
Lake Scott, NY 55375","true"
"76","39","121.48","2","1980-10-18 00:53:24","1002 Roberts Valley Apt. 871
Port Danielleburgh, MI 32492","false"
"77","45","99.86","1","1996-07-13 21:28:26","Unit 4726 Box 4199
DPO AA 17143","true"
"78","21","413.49","1","1998-09-02 19:58:19","5880 White Trail
New Samanthastad, OK 65343","false"
"79","2","40.64","5","2007-02-11 12:45:13","7723 Yvonne Walk
Port Matthewmouth, DE 13896","true"
"80","80","212.17","1","1997-11-23 15:31:13","PSC 3252, Box 1029
APO AE 79067","false"
"81","29","279.98","3","1987-02-23 04:32:01","USS Smith
FPO AE 75085","false"
"82","26","105.07","9","1971-06-30 17:14:05","9513 Holloway Ports
West Joshua, VT 61470","true"
"83","72","279.37","6","1993-11-12 15:25:10","69024 Rojas Turnpike
Samanthaland, IA 65254","true"
"84","6","315.48","4","1991-05-20 04:27:16","172 Anthony Groves Apt. 715
Lake Davidton, AZ 23794","true"
"85","71","240.74","7","2001-02-01 08:07:47","939 Scott Mills Apt. 008
East Stacytown, UT 96754","true"
"86","4","362.23","5","2019-01-03 14:42:52","75799 William Wells
Leonardstad, OR 13468","true"
"87","56","24.42","2","2015-04-08 06:15:47","99181 Mitchell Port
Jasmineton, MI 50330","false"
"88","40","78.22","9","2004-03-12 13:50:22","18992 Hunter Valleys
Christophertown, ME 65630","true"
"89","23","484.87","10","2010-08-20 02:04:19","86870 Elizabeth Row
East Briantown, IL 07494","false"
"90","6","411.71","4","1987-07-07 17:58:20","4370 Ashley Glens
Gatesmouth, MT 43422","false"
"91","4","53.02","6","2002-11-05 10:42:39","311 Jonathan Squares
North Walterview, WY 77694","false"
"92","28","435.94","2","2015-07-04 05:50:44","290 Daniel Course
Abigailfurt, DC 30669","true"
"93","61","422.54","10","2008-05-24 00:59:38","98066 Crystal Crescent Apt. 135
Taylorburgh, CO 63647","true"
"94","42","37.62","2","1997-07-31 23:04:56","58846 Baker Square
North Ricky, MD 74714","false"
"95","51","102.10","3","1993-12-20 17:05:27","1688 Randall Route
New Katherine, NM 29041","false"
"96","36","4.95","8","1995-11-24 04:02:53","034 Chan Mountain Suite 136
South Juliamouth, NV 36423","true"
"97","40","386.60","9","1986-09-21 12:26:19","3170 Kevin Turnpike
Lake Jeanne, LA 64882","true"
"98","71","144.97","3","1991-05-22 15:08:02","3956 Andrew Shoals
East Valerie, NJ 99640","false"
"99","66","386.75","3","2012-10-31 10:40:19","95990 Kayla Isle Apt. 788
Barajashaven, WV 92673","true"
